Station_ID,Station_Name,Station_City,Station_Lattitude,Station_Longitude,Station_Gas_Price,Station_Premium_Price,Station_Diesel_Price
422,Zayas Gas station,Coamo,18.0802908,-66.3557121,-1,92.7,78.7
423,TotalEnergies 4 Calles,Ponce,18.006329,-66.596734,93.7,92.7,78.7
424,Gasolineria Puma Energy Gas Station,Juana Díaz,18.0532368,-66.5352539,92.7,92.7,78.7
425,Gulf - La Rambla,Ponce,18.0280194,-66.5973223,91.7,92.7,78.7
426,Puma Gas Station - Gasolinera Puma,Arecibo,18.4477911,-66.7506879,92.7,92.7,78.7
427,Medina Auto Parts & Gas Station,San Sebastián,18.3735877,-66.9646096,-1,92.7,78.7
428,Xtreme Gas Station,Lares,18.2381457,-66.9102433,-1,92.7,78.7
429,Shell,Coamo,18.0763143,-66.3410275,93.7,92.7,78.7
430,Puma Gas Station 253,Cidra,18.1794534,-66.1610647,92.7,92.7,78.7
431,Gulf La Virgencita,Toa Baja,18.4107632,-66.2554738,91.7,92.7,78.7
432,El Verde Gas Station,Comerío,18.2302778,-66.1764844,-1,92.7,78.7
433,Mobil - Gas Station,Hatillo,18.482288,-66.8228211,92.7,92.7,78.7
434,Mobil - Gas Station,Barceloneta,18.434419,-66.5489271,92.7,92.7,78.7
435,Puma Gas 567,Barceloneta,18.4320273,-66.5604148,92.7,92.7,78.7
436,Puma Gas Station #300,Naranjito,18.3027505,-66.2345492,92.7,92.7,78.7
437,Shell,Dorado,18.4057647,-66.2992317,93.7,92.7,78.7
438,"American Gasoline Betances, Vega Alta",Vega Alta,18.4122827,-66.3288467,92.7,92.7,78.7
439,Texaco Gas Station / Subway 489,Bayamón,18.3824286,-66.143156,93.7,92.7,78.7
440,Gulf Gas Station,Vega Alta,18.4135095,-66.3074875,91.7,92.7,78.7
441,Shell,Arecibo,18.4737771,-66.7439771,93.7,92.7,78.7
442,Puma Gas Station 336,Naranjito,18.2456706,-66.2786126,92.7,92.7,78.7
443,Mobil - Gas Station,Quebradillas,18.4440072,-66.9193499,92.7,92.7,78.7
444,Puma Gas 504,Arecibo,18.4635855,-66.7543137,92.7,92.7,78.7
445,Gulf,Hatillo,18.3501032,-66.8150114,91.7,92.7,78.7
446,TotalEnergies Yeguada,Camuy,18.4647946,-66.887371,93.7,92.7,78.7
447,Texaco,Quebradillas,18.464151,-66.9279785,93.7,92.7,78.7
448,Gulf Pastillo Juana Diaz,Juana Díaz,17.9960507,-66.496361,91.7,92.7,78.7
449,Puma Super 7 Urbanización Glenview Gardens,Ponce,18.0426224,-66.5909394,92.7,92.7,78.7
450,Puma Gas Station - Gasolinera Puma,San Juan,18.3750622,-66.0660448,92.7,92.7,78.7
451,TotalEnergies Guayabal,Juana Díaz,18.0777295,-66.4976653,93.7,92.7,78.7
452,TotalEnergies Avenida Roosevelt,San Juan,18.4163667,-66.0788942,93.7,92.7,78.7
453,Puma Gas Station - Gasolinera Puma,Guaynabo,18.3544791,-66.1111518,92.7,92.7,78.7
454,Mobil - Gas Station,Ponce,18.0205857,-66.6121514,92.7,92.7,78.7
455,GULF-Juana Diaz Hernandez Station,Juana Díaz,18.0521336,-66.5095769,91.7,92.7,78.7
456,Ecomaxx,Ponce,18.0067071,-66.5876231,93.7,92.7,78.7
457,Shell,Ponce,18.0049196,-66.6277356,93.7,92.7,78.7
458,Puma Energy No. 174,Guaynabo,18.4297014,-66.1134401,92.7,92.7,78.7
459,A & E Service Station,Ponce,18.021054,-66.611982,-1,92.7,78.7
460,TotalEnergies Mercedita,Ponce,18.0063072,-66.5966655,93.7,92.7,78.7
461,Puma Gas Station,San Juan,18.3979513,-66.0318882,92.7,92.7,78.7
462,king services STATION PLAYA,Ponce,17.9825685,-66.6227671,-1,92.7,78.7
463,Gulf,Santa Isabel,17.967231,-66.3709733,91.7,92.7,78.7
464,Puma Gas Station - Gasolinera Puma,Guaynabo,18.3710561,-66.1003848,92.7,92.7,78.7
465,Ecomaxx Gas Station Manatí,Barceloneta,18.4291032,-66.5227321,93.7,92.7,78.7
466,Atenas Gas,Vega Baja,18.4383385,-66.4380544,-1,92.7,78.7
467,Texaco,Juana Díaz,18.0615852,-66.5068551,93.7,92.7,78.7
468,MOBIL - Gas Station,Arecibo,18.4680336,-66.7192779,92.7,92.7,78.7
469,Garage Gulf Ave.Hostos,Ponce,17.9975182,-66.614061,91.7,92.7,78.7
470,Mobil,Juana Díaz,18.0521373,-66.5087985,92.7,92.7,78.7
471,Ultra Top Fuel Soto Gas Station,San Sebastián,18.3238528,-66.9997029,92.7,92.7,78.7
472,Gas Station,Ciales,18.3384455,-66.4684459,-1,92.7,78.7
473,Sánchez Gas Station,Bayamón,18.3267854,-66.1839269,-1,92.7,78.7
474,Gas Station,Bayamón,18.3231459,-66.1423426,-1,92.7,78.7
475,Texaco Gas Station - Gasolinera Texaco (Antiguo Puma Gas Station),Toa Alta,18.3727041,-66.2102849,92.7,92.7,78.7
476,Toral Gas Station,Vega Alta,18.4141234,-66.3141615,93.7,92.7,78.7
477,Gulf Gas Station and Mini Market,Corozal,18.2679883,-66.3449325,91.7,92.7,78.7
478,Puma Gas Station 453,Bayamón,18.4059812,-66.1920483,92.7,92.7,78.7
479,Uno Gas Station,Bayamón,18.4156787,-66.1441762,-1,92.7,78.7
480,Mega Gas Station,Naranjito,18.2953094,-66.2126091,-1,92.7,78.7
481,Puma Gas Station - Gasolinera Puma,San Juan,18.3629836,-66.0539893,92.7,92.7,78.7
482,Puma Gas Station,Guayama,17.9762514,-66.120161,92.7,92.7,78.7
483,Puma Gas Station #10,San Juan,18.3941952,-66.0801174,92.7,92.7,78.7
484,Gulf,Maunabo,18.0074588,-65.9017662,91.7,92.7,78.7
485,Clark Gas Station,Juncos,18.2207998,-65.9120089,-1,92.7,78.7
486,Gulf Gas Station,Guayama,17.9902442,-66.1136976,91.7,92.7,78.7
487,Puma Gas Station Nro. 268,San Juan,18.396086,-66.0537274,92.7,92.7,78.7
488,Texaco Gas Station,Carolina,18.3876426,-65.9529682,93.7,92.7,78.7
489,Puma Gas Station,Guaynabo,18.3903721,-66.1184236,92.7,92.7,78.7
490,Mobil,San Juan,18.4517943,-66.0616943,92.7,92.7,78.7
491,Puma Gas Station 379,Caguas,18.3014848,-66.0623721,92.7,92.7,78.7
492,Aguas Buenas Gas Station & Mini Market,Aguas Buenas,18.2564712,-66.1025589,-1,92.7,78.7
493,Mobil - Gas Station,Carolina,18.43146,-66.010903,92.7,92.7,78.7
494,Puma Gas Station,San Juan,18.4483715,-66.0755763,92.7,92.7,78.7
495,Total Gas Station,San Juan,18.3953012,-66.1017061,93.7,92.7,78.7
496,Gas Station,San Juan,18.3289588,-66.0515401,-1,92.7,78.7
497,Gulf Gas Station,Carolina,18.3703117,-65.9306885,91.7,92.7,78.7
498,TotalEnergies Avenida Las Américas,Ponce,18.007644,-66.601094,93.7,92.7,78.7
499,Mobil - Gas Station,Ponce,18.0065405,-66.5618844,92.7,92.7,78.7
500,Texaco El Monte,Ponce,18.0410502,-66.5780626,93.7,92.7,78.7
501,Puma,Bayamón,18.3979564,-66.1658505,92.7,92.7,78.7
502,Gulf Gas Station Jobos,Guayama,17.96575,-66.190631,91.7,92.7,78.7
503,Puma Energy,Bayamón,18.4046012,-66.1605333,92.7,92.7,78.7
504,Gulf Gas Station,Salinas,17.9708947,-66.2448553,91.7,92.7,78.7
505,Gulf,Isabela,18.4748042,-66.9919195,91.7,92.7,78.7
506,Camuy Service Station,Camuy,18.4838532,-66.8406704,-1,92.7,78.7
507,Gulf Express,Camuy,18.4458449,-66.8763207,91.7,92.7,78.7
508,Gulf Gas Station,Hatillo,18.4691902,-66.8144126,91.7,92.7,78.7
509,"American Gasoline Mercedita, Ponce",Ponce,18.0070443,-66.5636774,92.7,92.7,78.7
510,Marrero Gas,Florida,18.353399,-66.5478215,-1,92.7,78.7
511,Morovis Service Station,Morovis,18.3338199,-66.4083438,-1,92.7,78.7
512,Mobil,Juana Díaz,18.0423438,-66.5090103,92.7,92.7,78.7
513,Gulf,Manatí,18.4280516,-66.4981037,91.7,92.7,78.7
514,Shell,Arecibo,18.4446762,-66.6507621,93.7,92.7,78.7
515,Gulf Quebradilla Gas Station,Quebradillas,18.4579845,-66.9073981,91.7,92.7,78.7
516,Gulf,Arecibo,18.4321316,-66.6797506,91.7,92.7,78.7
517,Gulf Lord Gas Station,Arecibo,18.4674393,-66.7180189,91.7,92.7,78.7
518,Arecibo Gas Station,Arecibo,18.4495804,-66.7390017,-1,92.7,78.7
519,Gulf Torres Casanova,Barranquitas,18.1983749,-66.2957874,91.7,92.7,78.7
520,Goring Gas,Arecibo,18.4209431,-66.7451486,-1,92.7,78.7
521,Shell,Bayamón,18.3787448,-66.153228,93.7,92.7,78.7
522,Route 66 gas station,Bayamón,18.3906438,-66.1685075,-1,92.7,78.7
523,Ecomaxx | Eliasin Service Station,Orocovis,18.2299784,-66.3884316,93.7,92.7,78.7
524,EcoMaxx Rincón,Cidra,18.1490139,-66.1634583,93.7,92.7,78.7
525,Ecomaxx Express Gas,Juncos,18.2171639,-65.9098866,93.7,92.7,78.7
526,Puma,San Lorenzo,18.1832415,-65.9746608,92.7,92.7,78.7
527,Ecomaxx,Aibonito,18.1403392,-66.2627191,93.7,92.7,78.7
528,Ecomaxx,Aibonito,18.1182596,-66.2394692,93.7,92.7,78.7
529,Puma Villa Blanca,Caguas,18.2444095,-66.035943,92.7,92.7,78.7
530,Beltran Central Service Station,Juncos,18.2440306,-65.9217037,-1,92.7,78.7
531,Empresas de Gas,Bayamón,18.4087448,-66.1929702,-1,92.7,78.7
532,Central Gas Product,Dorado,18.4061418,-66.3009293,-1,92.7,78.7
533,Ecomaxx,Camuy,18.4717943,-66.8539665,93.7,92.7,78.7
534,Servicio de Gas,Toa Baja,18.42871,-66.1807985,-1,92.7,78.7
535,Light Gas Arecibo,Arecibo,18.4484837,-66.6723709,-1,92.7,78.7
536,Shell,Toa Baja,18.4371047,-66.1668151,93.7,92.7,78.7
537,Tropigas Arecibo,Arecibo,18.4470385,-66.6627981,-1,92.7,78.7
538,INTERNATIONAL GAS SERVICE,Vega Baja,18.4330521,-66.4108246,-1,92.7,78.7
539,Gas Dorado,Dorado,18.4402811,-66.268439,-1,92.7,78.7
540,Messer Gas,Manatí,18.438919,-66.4514486,-1,92.7,78.7
541,Empire Gas Camuy,Camuy,18.4798305,-66.8394496,-1,92.7,78.7
542,Texaco gas station,Arecibo,18.4192166,-66.6105728,93.7,92.7,78.7
543,Colon Sercive Statio Gulf Comerio,Comerío,18.2329103,-66.2144803,91.7,92.7,78.7
544,Puma 177,Gurabo,18.2434132,-66.0085416,92.7,92.7,78.7
545,Puma,Caguas,18.2346983,-66.038585,92.7,92.7,78.7
546,Gas estacion,Gurabo,18.2460863,-65.9804163,-1,92.7,78.7
547,TotalEnergies Barrio Rabanal,Cidra,18.1615853,-66.190377,93.7,92.7,78.7
548,TotalEnergies Georgetti,Comerío,18.2219069,-66.2255927,93.7,92.7,78.7
549,El 14 Service Station,San Lorenzo,18.107935,-65.9925492,-1,92.7,78.7
550,Ecomaxx Cerro Gordo Service Station,San Lorenzo,18.1790496,-65.9596546,93.7,92.7,78.7
551,Ecomaxx/ Base de Caguas,Caguas,18.2089914,-66.1006922,93.7,92.7,78.7
552,TotalEnergies De Diego,San Lorenzo,18.1834992,-65.9589349,93.7,92.7,78.7
553,Dorado Gas,Toa Baja,18.4406963,-66.2220232,-1,92.7,78.7
554,Xpo Service,Arecibo,18.4579234,-66.6135158,-1,92.7,78.7
555,Clark Gas Station,Vega Baja,18.4463623,-66.4030406,-1,92.7,78.7
556,Leo Gas,Hatillo,18.4683525,-66.8059053,-1,92.7,78.7
557,MOBIL - Gas Station,Camuy,18.4750522,-66.8479035,92.7,92.7,78.7
558,Monte Bello Gas,Barceloneta,18.4304924,-66.5671615,-1,92.7,78.7
559,TotalEnergies Centro,Vega Alta,18.4137325,-66.3284163,93.7,92.7,78.7
560,Garaje La Cuesta Del Guama,Hatillo,18.4691902,-66.8144126,-1,92.7,78.7
561,Puma,Manatí,18.4302445,-66.4932526,92.7,92.7,78.7
562,TotalEnergies Barrio Naranjo,Hatillo,18.4417204,-66.7991005,93.7,92.7,78.7
563,TotalEnergies Golden Hills,Dorado,18.4102752,-66.3031912,93.7,92.7,78.7
564,Alturas Shell,Vega Baja,18.4357529,-66.4061694,93.7,92.7,78.7
565,LS Tire Center,Santa Isabel,17.9781109,-66.3396258,-1,92.7,78.7
566,J.O.R. HID's and LED's Projects,Santa Isabel,17.9725053,-66.4084625,-1,92.7,78.7
567,Guayama Motors,Guayama,17.9640887,-66.1339721,-1,92.7,78.7
568,Mobil - Gas Station,San Lorenzo,18.1901578,-65.962276,92.7,92.7,78.7
569,Mobil - Gas Station,Aibonito,18.1297424,-66.2854594,92.7,92.7,78.7
570,Puma 985,Juncos,18.2440503,-65.921638,92.7,92.7,78.7
571,Puma 147 | Los Prados Service Station,Caguas,18.2392708,-66.0596165,92.7,92.7,78.7
572,Puma Rio Abajo,Cidra,18.1761934,-66.1633711,92.7,92.7,78.7
573,TotalEnergies Mariolga,Caguas,18.220637,-66.040396,93.7,92.7,78.7
574,Puma 396,Caguas,18.208663,-66.1029409,92.7,92.7,78.7
575,Total,Cayey,18.1148037,-66.1703211,93.7,92.7,78.7
576,Rapito's mini market,Barceloneta,18.4541385,-66.568554,-1,92.7,78.7
577,Gasolinera To Go Stores,Comerío,18.2161839,-66.224792,92.7,92.7,78.7
578,Quique Service Station,Arecibo,18.4371852,-66.7450831,-1,92.7,78.7
579,Cumberland Farms,Toa Baja,18.4200736,-66.2499659,-1,92.7,78.7
580,Estación De Gasolina Puma 953,Arecibo,18.467416,-66.718915,92.7,92.7,78.7
581,Puma,Arecibo,18.4719204,-66.7383643,92.7,92.7,78.7
582,Auto Lube Xpress Inc. Toa Baja,Toa Baja,18.4534377,-66.186396,-1,92.7,78.7
583,Mobil - Gas Station,Vega Baja,18.4466,-66.3875395,92.7,92.7,78.7
584,Mobil - Gas Station,Arecibo,18.4731099,-66.742957,92.7,92.7,78.7
585,"American Gasoline Sabana Hoyos, Vega Alta",Vega Alta,18.4350891,-66.3347354,92.7,92.7,78.7
586,Gasolinera Boricua,Manatí,18.4246357,-66.486238,92.7,92.7,78.7
587,Gasolina P J,Vega Baja,18.445345,-66.3972725,92.7,92.7,78.7
588,TotalEnergies Barrio Islote,Arecibo,18.4904136,-66.6418335,93.7,92.7,78.7
589,Gulf Salida 35,Vega Baja,18.4289502,-66.3717921,91.7,92.7,78.7
590,Mobil - Gas Station,Manatí,18.4243444,-66.4781994,92.7,92.7,78.7
591,Delgado Gas,Yabucoa,18.0460732,-65.8752001,-1,92.7,78.7
592,Empire Gas Guayama,Guayama,18.0074433,-66.1097759,-1,92.7,78.7
593,TotalEnergies Barrio Cacao Bajo,Patillas,18.001723,-66.012398,93.7,92.7,78.7
594,Light Gas Corporation,Salinas,17.9956669,-66.2722486,-1,92.7,78.7
595,Farmacia MF and Total Gas Station,Guayama,17.9565152,-66.1665418,93.7,92.7,78.7
596,Mobil - Gas Station,Cidra,18.1768511,-66.1589468,92.7,92.7,78.7
597,Generic Gas Station,Juncos,18.235855,-65.9228929,-1,92.7,78.7
598,Puma 241,Caguas,18.2257885,-66.037659,92.7,92.7,78.7
599,Gulf Cacho,Juncos,18.2285514,-65.9136289,91.7,92.7,78.7
600,Ultra Top Fuel,Aguas Buenas,18.2321925,-66.1276913,92.7,92.7,78.7
601,Texaco Montellano,Cayey,18.120581,-66.146965,93.7,92.7,78.7
602,Mobil - Gas Station,Barranquitas,18.1826542,-66.318353,92.7,92.7,78.7
603,Elena Gulf Service Station,Orocovis,18.2406279,-66.3976389,91.7,92.7,78.7
604,Mobil - Gas Station,Guayama,18.0053388,-66.1140441,92.7,92.7,78.7
605,Ecomaxx Patillas El Cerrito,Patillas,17.9946388,-66.0084161,93.7,92.7,78.7
606,Mobil - Gas Station,Patillas,18.0054983,-66.0183613,92.7,92.7,78.7
607,Puma No. 910,Hatillo,18.4842427,-66.8199049,92.7,92.7,78.7
608,Pagan Mini Market & Service Station,Manatí,18.4391556,-66.4423701,-1,92.7,78.7
609,TotalEnergies Miraflores,Arecibo,18.4226956,-66.647846,93.7,92.7,78.7
610,American Petroleum,Toa Baja,18.4194226,-66.249752,-1,92.7,78.7
611,Joas Service Station,Manatí,18.4266011,-66.4911216,-1,92.7,78.7
612,TotalEnergies San Vicente,Vega Baja,18.4456654,-66.3777324,93.7,92.7,78.7
613,TotalEnergies La Arena,Toa Baja,18.4173024,-66.1969259,93.7,92.7,78.7
614,Total Energies,Manatí,18.4362694,-66.4630744,93.7,92.7,78.7
615,TotalEnergies Montellano,Cayey,18.117358,-66.1448401,93.7,92.7,78.7
616,American Gasoline Salinas,Salinas,18.0975499,-66.2275371,92.7,92.7,78.7
617,Shell,Aibonito,18.124363,-66.2931397,93.7,92.7,78.7
618,Puma 971,Barranquitas,18.2284839,-66.2890564,92.7,92.7,78.7
619,Mobil - Gas Station,Caguas,18.202288,-66.0520005,92.7,92.7,78.7
620,Mobil,Cayey,18.1219586,-66.1801258,92.7,92.7,78.7
621,Messer Gas,Guayama,17.9640742,-66.1339825,-1,92.7,78.7
622,Community Gas Service INC.,Salinas,17.9628276,-66.2969508,-1,92.7,78.7
623,Texaco 038,Caguas,18.2281626,-66.0297746,93.7,92.7,78.7
624,TotalEnergies Camp. Santiago,Salinas,17.9936068,-66.2760397,93.7,92.7,78.7
625,EmpireGas Arroyo,Arroyo,17.9793834,-66.0414266,-1,92.7,78.7
626,Mobil Gasoline Station,Cayey,18.1069385,-66.1596774,92.7,92.7,78.7
627,MOBIL - Gas Station,Caguas,18.2231034,-66.041557,92.7,92.7,78.7
628,Gulf & Garage Wilmar,Patillas,17.9950411,-66.024038,91.7,92.7,78.7
629,Mobil,Cayey,18.1393366,-66.1161461,92.7,92.7,78.7
630,Mobil - Gas Station,Barranquitas,18.1857252,-66.3018344,92.7,92.7,78.7
631,Cora Gual Gas Station,Arroyo,17.9954005,-66.0567372,-1,92.7,78.7
632,Lopez Gas Company,Arroyo,17.9779607,-66.0704687,-1,92.7,78.7
633,Merle Service Center,Patillas,17.9784065,-65.9727207,-1,92.7,78.7
634,One Stop Auto Service,Guayama,17.9667372,-66.1305924,-1,92.7,78.7
635,TotalEnergies Los Veteranos,Guayama,17.9794079,-66.1025047,93.7,92.7,78.7
636,Shell,Salinas,17.9846829,-66.291727,93.7,92.7,78.7
637,Beltran Service Station Inc (shell),Guayama,17.979522,-66.1103164,93.7,92.7,78.7
638,Power Performance Corp.,Guayama,17.9804382,-66.1025706,-1,92.7,78.7
639,TotalEnergies Palmas Altas,Barceloneta,18.454554,-66.539101,93.7,92.7,78.7
640,Puma Energy,Vega Alta,18.4677973,-66.3308827,92.7,92.7,78.7
641,Mobil - Gas Station,Dorado,18.4583503,-66.2591033,92.7,92.7,78.7
642,"American Gasoline Corp. Candelaria, Toa Baja",Toa Baja,18.4161361,-66.2259018,92.7,92.7,78.7
643,Gasolineras Clark,Vega Baja,18.4442665,-66.3887577,92.7,92.7,78.7
644,"American Gasoline Toa ville, Toa Baja",Toa Baja,18.4453026,-66.2436385,92.7,92.7,78.7
645,GULF-Vega Baja Service Station,Vega Baja,18.4417617,-66.3557314,91.7,92.7,78.7
646,Clark Gas Station,Vega Baja,18.4445931,-66.3970418,-1,92.7,78.7
647,Puma 992,Vega Baja,18.4466137,-66.403521,92.7,92.7,78.7
648,"American Gasoline Campanilla, Toa Baja",Toa Baja,18.4199661,-66.2500115,92.7,92.7,78.7
649,Texaco,Hatillo,18.4877658,-66.8009513,93.7,92.7,78.7
650,Puma Energy,Dorado,18.4665828,-66.2779714,92.7,92.7,78.7
651,Gasolinera Puma,Guayama,17.9785511,-66.0913827,92.7,92.7,78.7
652,Mobil - Gas Station,Guayama,17.9681363,-66.1293827,92.7,92.7,78.7
653,Ecomaxx Gasoline Station,Guayama,17.9805081,-66.1100633,92.7,92.7,78.7
654,Puma Salinas Speed Way,Salinas,17.9681981,-66.2630836,92.7,92.7,78.7
655,Mobil,Arroyo,17.9744103,-66.0582761,92.7,92.7,78.7
656,TotalEnergies Pozo Hondo,Guayama,17.9798034,-66.1217325,93.7,92.7,78.7
657,American Gasoline,Salinas,17.9763125,-66.3028125,92.7,92.7,78.7
658,Gasolinera 76,Guayama,17.9565493,-66.1664597,92.7,92.7,78.7
659,Ultra Top Fuel,Salinas,17.9766707,-66.301302,92.7,92.7,78.7
660,Gasolinera Gulf Guardarraya,Patillas,17.9719578,-65.9516197,92.7,92.7,78.7
661,TotalEnergies Quintón,Coamo,18.0660828,-66.3663762,93.7,92.7,78.7
662,Toral,Caguas,18.2405446,-66.0159652,93.7,92.7,78.7
663,Gulf,Arroyo,17.9761455,-66.0689191,91.7,92.7,78.7
664,Gulf,Cayey,18.0995487,-66.1921978,91.7,92.7,78.7
665,Gulf,Guayama,17.9638049,-66.1336082,91.7,92.7,78.7
666,Mobil - Gas Station,Caguas,18.2151287,-66.0358796,92.7,92.7,78.7
667,Gulf Station,Salinas,17.9753586,-66.295151,91.7,92.7,78.7
668,Clark Gas Station,Santa Isabel,17.9678189,-66.4083986,-1,92.7,78.7
669,Texaco,Caguas,18.2390551,-66.0204257,93.7,92.7,78.7
670,Gulf,Cayey,18.1135572,-66.1635837,91.7,92.7,78.7
671,Ecomaxx,Juncos,18.2274839,-65.9220584,93.7,92.7,78.7
672,Gulf,Barranquitas,18.1724718,-66.3163445,91.7,92.7,78.7
673,TotalEnergies Sabana Seca,Toa Baja,18.4381418,-66.1863512,93.7,92.7,78.7
674,Gulf,San Lorenzo,18.2027703,-65.9855091,91.7,92.7,78.7
675,Texaco 901,Manatí,18.4170045,-66.4840708,93.7,92.7,78.7
676,Puma Energy,Dorado,18.4564879,-66.2552964,92.7,92.7,78.7
677,American Gasoline,Toa Baja,18.4161552,-66.2259008,92.7,92.7,78.7
678,Phillips 66,Vega Alta,18.4142898,-66.3118813,91.7,92.7,78.7
679,Mobil - Gas Station,Dorado,18.4614191,-66.2673484,92.7,92.7,78.7
680,Phillips 66,Guayama,17.9609851,-66.137015,91.7,92.7,78.7
681,Phillips 66,Arecibo,18.4408356,-66.7405191,91.7,92.7,78.7
682,Gulf,Guayama,17.9787315,-66.0926241,91.7,92.7,78.7
683,Chevron,Arecibo,18.4719341,-66.7384316,-1,92.7,78.7
684,American Gasoline Dorado,Dorado,18.4378925,-66.2793733,92.7,92.7,78.7
685,Mobil - Gas Station,San Juan,18.4467859,-66.0726198,92.7,92.7,78.7
686,Gasolinera Puma Las Cruces 995,Caguas,18.1685125,-66.0969219,92.7,92.7,78.7
687,Gasolinera Alejandro Inc,San Lorenzo,18.1834793,-65.9589339,92.7,92.7,78.7
688,Turabo Service Station,Cidra,18.1959127,-66.1247194,-1,92.7,78.7
689,GONZÁLEZ GAS,San Juan,18.4348419,-66.0541787,-1,92.7,78.7
690,Ceci Gas,Toa Baja,18.4479609,-66.1779036,-1,92.7,78.7
691,Planta de gas Maunabo Tropigas,Maunabo,17.9988749,-65.8862147,-1,92.7,78.7
692,Mobil,Naguabo,18.2124966,-65.7414435,92.7,92.7,78.7
693,Cocodrive Gas Station,Naguabo,18.2074371,-65.7328021,-1,92.7,78.7
694,Lolo Gomas Auto Parts,Cidra,18.1931582,-66.1572098,-1,92.7,78.7
695,Juancho Gas,Cayey,18.1353051,-66.0686928,-1,92.7,78.7
696,Cayey Service Gas,Cayey,18.1131459,-66.1658807,-1,92.7,78.7
697,Jose Gas,Cayey,18.1120624,-66.1624733,-1,92.7,78.7
698,Texaco Gas Station - Gasolinera Texaco,Cidra,18.1721962,-66.1562825,92.7,92.7,78.7
699,Empire Gas Humacao,Humacao,18.1266722,-65.8204218,-1,92.7,78.7
700,Ecomaxx - Mega Juncos,Juncos,18.1764349,-65.9119096,93.7,92.7,78.7
701,ATM $ Puma Gas Station,Morovis,18.2731822,-66.3948229,92.7,92.7,78.7
702,Progreso Gas / Gas Los Reyes,Guaynabo,18.3478157,-66.1092354,-1,92.7,78.7
703,Cany Boy Gas Station,Trujillo Alto,18.3551787,-66.0066361,-1,92.7,78.7
704,Garaje Puma Cidra,Cidra,18.1794782,-66.1610024,92.7,92.7,78.7
705,SAN JUAN GAS,San Juan,18.4506021,-66.0846511,-1,92.7,78.7
706,TotalEnergies Barrio Bayamón,Cidra,18.1743917,-66.1116933,93.7,92.7,78.7
707,Gulf Pitahaya,Humacao,18.1720864,-65.8142503,91.7,92.7,78.7
708,EcoMaxx,Cidra,18.17353,-66.160763,93.7,92.7,78.7
709,Ecomaxx | Junquito's Service Station,Humacao,18.1453076,-65.8037774,93.7,92.7,78.7
710,TotalEnergies Barrio Tejas,Las Piedras,18.1565632,-65.8629789,93.7,92.7,78.7
711,Texaco 233,San Lorenzo,18.1078872,-65.9923609,93.7,92.7,78.7
712,Puma Gas Station # 355,Las Piedras,18.1804094,-65.8705373,92.7,92.7,78.7
713,El Nuevo Milenium,Maunabo,18.0104428,-65.9294188,-1,92.7,78.7
714,Jugos Garaje,Humacao,18.0722403,-65.808832,-1,92.7,78.7
715,Puma 240,Cidra,18.1770707,-66.1584205,92.7,92.7,78.7
716,TotalEnergies Barrio Montones,Las Piedras,18.1846925,-65.8722683,93.7,92.7,78.7
717,TotalEnergies College Park,San Juan,18.3757561,-66.0916073,93.7,92.7,78.7
718,Mobil - Gas Station,Barranquitas,18.2433205,-66.2787199,92.7,92.7,78.7
719,Mobil - Gas Station,Caguas,18.249238,-66.0356413,92.7,92.7,78.7
720,Mobil - Gas Station,Toa Alta,18.3654048,-66.2268301,92.7,92.7,78.7
721,Puma 058,Guaynabo,18.4046827,-66.1061542,92.7,92.7,78.7
722,Total - Montehiedra,San Juan,18.3393166,-66.0704422,93.7,92.7,78.7
723,Mobil - Gas Station,Carolina,18.42757,-65.9756624,92.7,92.7,78.7
724,Mobil Gas Station,San Juan,18.4211171,-66.0441331,92.7,92.7,78.7
725,Ecomaxx,Vega Baja,18.4463281,-66.3898109,93.7,92.7,78.7
726,ECOMAXX Come to Go Station,Cidra,18.1490695,-66.1635704,93.7,92.7,78.7
727,"Ortiz Texas Service Station, Inc.",Humacao,18.1477774,-65.8507647,-1,92.7,78.7
728,Mobil,San Juan,18.4063769,-66.0022641,92.7,92.7,78.7
729,Ecomaxx,San Lorenzo,18.1910921,-65.9637303,93.7,92.7,78.7
730,TotalEnergies José de Diego,San Lorenzo,18.1906811,-65.962911,93.7,92.7,78.7
731,Ртл,San Lorenzo,18.1464837,-65.9427673,-1,92.7,78.7
732,Puma Super 7 Cayey PR 1,Cayey,18.1075848,-66.15847,92.7,92.7,78.7
733,TotalEnergies Punta Santiago I,Humacao,18.1483385,-65.7860197,93.7,92.7,78.7
734,VP Racing Fuels Humacao,Humacao,18.1869972,-65.7962873,-1,92.7,78.7
735,Puma Gas Station - Gasolinera Puma,Humacao,18.1491709,-65.8173732,92.7,92.7,78.7
736,American Gasoline Toa Alta,Toa Alta,18.3758921,-66.244881,92.7,92.7,78.7
737,Irlanda Gas Station Puma,Bayamón,18.3575785,-66.1533872,92.7,92.7,78.7
738,TotalEnergies Reparto Metropolitano,San Juan,18.399856,-66.07366,93.7,92.7,78.7
739,TotalEnergies Santa Rosa,Guaynabo,18.3545048,-66.1170109,93.7,92.7,78.7
740,Shell,Guaynabo,18.3844364,-66.1193972,93.7,92.7,78.7
741,MOBIL - Gas Station,Guaynabo,18.3791407,-66.1194287,92.7,92.7,78.7
742,TotalEnergies Laurel,Bayamón,18.3761876,-66.1467832,93.7,92.7,78.7
743,Puma,Carolina,18.4237635,-65.9883912,92.7,92.7,78.7
